sentiment,text
1,The quality is good and the fabric is nice. The European version is one size larger than the European version.
1,They do their job well
0,"Garbage... The TDS value was 256 before purification and 248 after purification, yet so many people still buy it."
0,Logistics haha
1,really likes but a little tight
0,"The book is in good condition, but the DVD it includes does not work and is necessary to correctly work on its exercises."
1,Nice essay
1,"I keep 5 or 6 of my children's soccer balls in the warehouse. Although the size is large for home use, I think the price is reasonable."
1,Only one
1,For insurance when going out to take photos at dusk.
1,These shoes fit like a glove! The only discomfort is the instep is somewhat close. However I could live with it. I really like the fit of Asics all the way!!
1,"It's easy to drink, the water is soft, the taste is not strong, and it has a natural gentleness. I've been using it for a long time"
1,Does its job
1,Great quality and precise fit for the phone. Very nice color. The case is very well made and good value for money.
0,"This is a review after using it for about 9 months. Purchased for cleaning floors at the store. A while after purchasing it, the joint between the plastic part of the handle and the metal pipe broke, so I sent it back to have it replaced. The service itself is good, but since I use it every day to clean the store, it takes a few days for it to be returned, which is a problem. This time, after using it for about 9 months, the center part of the metal pipe broke. It's a problem because there are durability issues and the manufacturer doesn't sell parts. If only the broken metal pipe part could be ordered, I could fix it myself. I can't use the middle pipe part, so I shorten it and use it."
1,good material overall the only downside on the closing system which is too flexible and which twists easily the faucet works well provide the foot because it turns on itself
0,"NOT 10 mil thick ! Shame on Amazon representing tarp thickness as 10 mil, it measured 8.5. See attached photo with vernier caliper readout. Tarp is opaque white, not tan as other reviewers have reported. My item did have all its grommets intact. Decided to keep item as it ""will do"" to cover my spa's thick foam insulated cover. Just not happy when a product on Amazon isn't received as specified."
0,"It was easy to use and my child was happy with it, but by the time I realized it was broken, it was too late and the microphone was broken, and when I took it apart, I found that the wiring inside was broken."
0,"The Tablo instructions and the response from the unit did not match. I found this unit to be very ""buggy"". The program guide is a subscription service that you pay for past 30 days. Tablo only records from an antenna which is o.k. if all of your stations are in the same direction and require no re-aim for some stations. I do not recommend, I returned the unit for refund. Good Luck!"
1,Salt pepper shakers
0,Within the first week the tip or cushion began to deteriorate and the strap came off otherwise it’s an ok product mostly
1,"For less than a euro we have 5 boxes to protect SD cards. Practical when you accumulate several for cameras for example. the boxes are simple and seem quite sturdy. Delivery is a little slow but it was announced before the sale so no problem there. This type of product is sold for up to 8 euros in stores in France. If it's not in a hurry, grab them here without hesitation."
1,"The protector does not completely cover the screen, it is a bit short, which I already knew before buying it. However, I prefer this model over others that end up raised on the sides. An important detail of this glass is that it has an excellent oleophobic layer, it hardly leaves any traces."
0,"I think you will probably arrive in this condition. Because it's shipped in a plastic bag. I think it's okay for personal use, but I think the contents are generally okay. Considering it as a gift, I think it's better for your mental health to assume that there will be scratches on the box and product since it is continental quality. If it arrives clean, you're lucky! I think."
0,Broken and scrap
1,"Nickel, received a day in advance. On the other hand, the delivery man who places the package in the courtyard in our absence in full view from the road, I find that a bit limiting! Otherwise everything is correct =)"
0,"I didnot receive the item, so I emailed the seller to inquire the status. However, after sending couple emails to the seller, I didnot get any response from the seller."
0,Everything was uncomplicated and everything was ok
1,"It's a very effective device, it really sucks up impurities and even acne. I recommend it, I'm very pleasantly surprised. It's the first time I've used a blackhead vacuum, and this one works. very good.. The device conforms to the description, and as I told you very effective. There are several suction levels, it's quite powerful. There are several different heads, replacement tips, and a USB cable for recharging."
0,Can you buy.
1,"It is beautiful and elegant, and robust at the same time, it is open at the bottom, which makes it easy to put it in a charging dock"
0,"The goods are overdue, so I can't say anything yet. I hope it arrives soon. It's been so long since I ordered it..."
1,Beautiful varnish
0,It doesn't look like leather...the quality of the product is not poor. It's not what I expected...although it is pretty and the design is practical
1,Booty
1,Product delivered one day before
0,"Belt clearly states IMITATION LEATHER on the buckle. The black paint chipped and peeled and after a scant 14 months, the metal clasp broke, rendering it useless. This belt is a piece of crap."
0,One Star
0,Nine ??
1,Good quality
1,One of the best tomb robbing novels
1,Nutritious breakfast depends on it
0,"The screen turned purple and then black, it died within 6 months. Not worth it! Do not buy!"
1,Good material
0,"What we received had nothing in common with the product images. The fastening of both parts was defective, the needles were only on the tips on the trunk and branches, there were no needles, only metal and I cut myself just unpacking it!!!"
1,Feeling okay
1,Only problem I have is that if your watching a a video on the headset the sound is a little delayed
0,Quality does not correspond to the price of almost 40 €! No recommendation !
1,Read Pocophone
0,Too thick
1,For the price it does what it's supposed to do.
0,I was surprised when I opened the box.
0,"It was bigger than I expected and it was difficult for me to use it consistently. I think it would be usable if the part that attaches to the ear could be made a little smaller, but right now it's just a waste of money in the chest of drawers."
0,A little bit for the price...
1,"For the price this is a very good item, I recommend it. I am very satisfied with its ink cartridges."
0,made of rubber
0,"I received the product all melted, not great, it can be made up but for the price it's not worth it."
0,Package not received.
1,watches
1,It's ok
1,The quality is very good and shipping very fast. But the problem is that it says black directory that the image shows a blue one and that I received a pink one! So my son who is in high school doesn't want it!
1,It was very useful for carrying luggage for my child's sports day❗️It was light and easy to handle.
1,It's much better than I expected (although I wasn't expecting much). The material is resistant and quite well made.
1,It works well
0,Be careful of incorrect indication from the seller when choosing the spare part
1,Might be good for leisure
1,Get to know Leif
0,"Unfortunately, after the first use for a few minutes, this dog toothbrush was already damaged: cracks in the material, several broken knobs. Therefore, unfortunately, absolutely unsuitable for my little mixed-breed dog!"
0,"Unfortunately, despite measuring the vacuum cleaner beforehand, it doesn't fit 100%"
0,"My collar broke on one side, is there a guarantee?"
1,No color difference
1,"I've received the product, but I haven't used it yet. I don't know if it's genuine. I plan to use it after getting out of warranty."
0,"Unfortunately, 3 charging cables lost their function in a very short time."
1,An Australian friend said that this brand is restricted over there and the quality is quite good.
0,Bad management
1,Good product in itself but average considering its price
0,"Arbor that has barely been assembled will almost fall into pieces at the first little gust of wind and rain!!! 45 euros scam Tubes which are starting to rust, canvas which tears very easily, Really very mediocre product not to buy!"
0,The packaging is too poor and the workmanship is average.
0,"There was a heavy rain in Shanghai today, and I experienced that my lower body was completely wet, with rainwater penetrating through it."
1,Eiichiro Funakoshi recommended it on TV. I bought it and became addicted to it.
1,"I felt much relaxed seeing my daughter sitting in the airplane seat comfortable with this item. It's worth the price. The quality is premium except that there is a little shimmer when the packaging is opened. But after several days, it looked lightning, smooth and tidy. The material they use is solid plastic or PVC I think. I hope we can use it for a long time."
1,Cambridge IELTS real questions and detailed explanation of doubts
1,"I bought it because the price was great, but it didn't come with a ball. I think it would be better to state that the ball is sold separately. I gave it 4 stars because the kids seemed to be having fun playing with it. Since it is poorly made, I am careful not to let the wire come out."
1,THEY HAVE THE VISOR A LITTLE LONGER THAN NORMAL... IT KEEPS MORE SUN OFF... IT IS PRETTY AND ORIGINAL. I LIKE IT.....I RECOMMEND IT.
0,"Very stiff, did not look natural, and the magnet came off when I was removing them from my eye lashes"
0,is broken
0,"I've been using white highlights in the past, but this is my first time using brown highlights? Purchased. Hmm, is this included? It's so thin that you might think so. I can see that it's glittery, but when you look at it up close, it looks like it's hardened and doesn't look natural, but from a distance, you can't really tell. I guess it's too natural. I don't like it when it's on too much and it gives off a glare, but it's not very noticeable because it's the same whether I'm wearing it or not. I think I'll use it a little more while making adjustments."
0,It broke the second time. I would like my money back. I read the other reviews just now it was a mistake.
0,Command error !!!
0,"Product more than disappointing even off-putting!!!! I already even threw them away. Sloppy finish not comfortable hard sole, I don't see the effect on the bunion since the place where you pass the toe doesn't hold anything. not matching the product description at all. No need to say that I would buy more in this store!!!"
1,Super
0,Worse than bad
1,Happy with the purchase.
1,"The quality is quite good, but it looks like a resold product, which makes me feel a little uncomfortable. Maybe it's because of the low price. It is indeed quite thick. It must be very hot in the summer. I am thinking of ways to survive the summer."
1,"I haven't had a chance to use this yet, but I like the price and how it came in a reusable pouch."
0,This part broke after opening a couple of bottles of wine. I was very disappointed.
1,"I bought it for my daughter, she was happy with it"
0,"There is a gap when you pinch it, so I thought it would be difficult to use.It was a failure machine.I think it would be easy to use if it was a success machine."
1,It's very good except for the switch that is difficult to use.
1,"These 3D glasses work great with my PS4 and BenQ projector. Clear picture, easy to use and does what it says it's supposed to. Pleased with the purchase. Now have four and have no issues outside of the nose piece being a little flimsy...but I can live with that for the money."
1,"Excellent price/quality ratio. Fast delivery and good product. In principle everything is perfect, I can't say much more. I recommend this product 100%"
1,It's affordable.
1,It's not addictive and delicious 🎶 The ginger has a nice and slight scent. Enjoy hot or cold 👌
1,I feel like the price/performance ratio is pretty good
1,I'm very excited.
0,"Basically good, just poor durability"
1,Very well processed. Serves its purpose. Delivery was very quick
1,great to have
1,Very satisfied
0,"The downside is that the tempered glass came broken, it went directly into the trash. The case is great, fits and protects great."
0,"The references and philosophical reflections throughout this article are of little practical guidance to runners. Perhaps, it may be more appropriate to read this book again after I have been running for ten years and start thinking about running and its significance to life and society."
0,"The device is basically great, unfortunately the motor that is responsible for turning the eggs is broken. Didn't work from the start. So now we turn it by hand...it's annoying."
0,Disappointed with the quality. I fell once on a stone floor and already had two cracks.
1,To recommend
0,Why is it given once a month by default and the money is automatically deducted? Set up consumer bureau!
0,little strong
1,I haven't considered fixing it to the wall yet. I'm monitoring the stability. Good material. A little difficult to assemble (but I'm 87 years old!)
0,"I waited 3 weeks for delivery and I'm missing the learning booklet. Anyway, I bought this guitar for my son. Who is happy to have received it."
0,very bad quality
0,Way too small
1,"So cute, very delicate, I like it very much. 79 pieces is 5 pieces more than stated."
1,"Correct quality-price ratio. Very easy to install, the only thing is the joining pieces of the two sheets that are flimsy, but in general it is a good product."
0,Cheap quality
1,Bravo
1,"Agent 1 comes in 5 packets and Agent 2 comes in 1 bottle, so it's great that you can make small amounts of bleach and use it without wasting it! (You can make a small amount of bleach solution for 5 times with this one box.) It's perfect for inner color and mesh. However, there was a warning that if the ratio of 1:3 was not followed, it would get hot and catch fire. I don't think there will be any problems if you use it exactly as written!"
0,bad experience
1,cropped pants
0,This product arrived and wasn’t at all what I ordered. It is also extremely sticky and not what I would consider slime to be. The Borax had spilled all in the bag and is basically a complete mess. Unfortunately I can’t return it because if I did I would only get a penny back. And I would have to pay to return it. Don’t order slime from this vendor. A complete waste of money.
1,"Top quality manufacturing,"
1,Good though!
0,So the positive thing is: the look is beautiful and elegant. The negative: Magnets don't really hold. They fell out after a short time. A repair is very difficult because the magnets are quite small. So I advise against buying it. There are two stars just for the looks.
1,"Please refund me for the item. I ordered a total of 2 blouses from you and sent both back to you with a return label. However, they have only refunded me for one item so far"
0,"I made contact with the folks that make it who said to contact them for programming help. They gave me another number of a dealer, which had been disconnected. I am looking now for one that works. Sad."
0,I don't know about durability!
0,Bad purchase
1,Fun game on rainy day with niece and nephews. Order was promptly delivered too.
0,Ordered for a pixel 2 XL. Box said as much. Screen protectors inside we're about 1/3 too small and had a nice home button cut out. If only I had a home button...
0,They are all useless and correct words.
1,"Good product, just as in the image. Medium quality wood, good mounting elements, good screws, etc., which allow a professional and solid assembly. Proper assembly instructions, best between two people."
1,"It is vertical, without translation, not suitable for reading for fun, I think it is more suitable for research"
0,"Small, fragile pencil sharpener. My son broke it while sharpening his pencils, I don't recommend it."
1,I bought this as a present for my daughter who is in the 5th grade. I like the size as well.
1,"We decided to stop drinking bottled water. After some research we chose to filter our tap water with activated carbon sticks. We didn't notice a really different taste with or without it. The water is filtered for approximately 8 hours, the carbons leave no deposit in the water. But there is no way of knowing whether our water is free of impurities or not."
0,key cover
0,"I bought it thinking it was a SanDisk, but it can't be used with a drive recorder either! Then Sony's 4K video camera is no good either! There is no reaction even if I insert it into the SD slot of my computer! I bought 4 of them but immediately returned them."
0,Severe pilling
0,At first I was excited because the ring was relatively firm and you could easily clamp it onto your finger. But now it has become so loose that it is constantly rattling around and slipping off your finger. The stand function doesn't work either because it simply doesn't stay in position anymore and keeps slipping away. I really expected something better for €8.
0,I couldn't find access to this book. Be sure to use the reading sample to determine whether you like it.
1,"Strong silicone and a nice drawing. I've had it for three months and the corners have faded a little, which is why I don't give it all the stars. Good protector in relation to the price"
0,"It didn't go well for the Samsung TV, I had to go for one of 60 to avoid problems"
1,"Perfect, Amazon is super fast! The packaging is intact! I'm in love with Amazon."
0,of course it heats up but you don't have to be in a hurry and the fan doesn't blow hard. It's still a gadget. useless .
0,Please do not send me any products that I did not order.
1,The product perfectly matches the description. Very good value for money. On time delivery. I highly recommend it to Star Wars fans.
0,I've had bad experiences. 1 ink cartridge runs out during transport. The others take forever to be recognized. I had to put them into the printer at least 5-10 times before they were recognized. I also got my fingers dirty with ink while replacing them because the cartridges aren't really sealed. Now they print. I will buy other cartridges next time. I can only advise against these.
0,"The pattern is nice, but it doesn't stick at all with just an iron."
1,"I am really delighted with this purchase, very reasonable price and the quality of the sound I was looking for, for the cost of music and watching films it's great! A cinema man in the ears I recommend!"
0,Protection Garmin 735 XT
1,Does what it can and still looks good. A small SD card included would perfect the offer. To recommend.
0,"the snaps never worked on mine and the curtain fabric is too ridged for the length, does not ""drape"" well."
0,Ojo
1,A bit tight but may break in.
1,So pretty case in a good price. They shipped it so fast.
0,"Just three or four days after I bought it, the price of this book was reduced by more than ten yuan. I am really speechless. Won’t you refund the price difference?"
0,It does not have enough chocolate taste it always tastes watered down.
1,"Cute, but..."
1,Better than a gift basket!
0,"Although I don't understand it, it only means that your software is incompatible, and I didn't get anything for the money I spent. Just a liar"
1,Seems to work better that the other product we had.
1,it's the best.
1,Be careful of cracks.
0,cheapest scrap
0,I wonder if I can get a refund?
1,"small practical rocker, precise, the display is clearer, no longer backlit. nothing to say. arrival quickly, well packaged. I recommend without problem. good seller, for future purchases probably."
1,"The manufacturing process is excellent and the phone is very stable when placed on it, which effectively frees your hands and is also great for your neck."
1,"I don't think the design is bad, at least it's something different. Of course, it can be operated and handled like any other atomizer."
0,"When I put the case on, the edges lift up. It may be possible if you use it naked. Also, although it says ""for high-transparency videos and games,"" the screen is pretty good, the texture is average, and it's not slippery enough to comfortably play games. I think it's a product worth the price."
0,"It has lasted me a year, the leads would jump at home when I had been with her for a while."
1,good
0,product doesn't work. poor design
0,May cause problems for you!
0,Don't waste your money. Cheap cheap cheap!
0,"It is still a plastic bag with a drawstring. I adjusted it according to the manufacturer's instructions and it was the cause, due to its uselessness in insulating against humidity, of the breakdown of my camera 10 days ago while I was on a trip to Vietnam, and that day the rain was not particularly intense. Its hermetic qualities are null."
1,Order arrived before the scheduled date. Complete and compliant kit. Good quality and easy to use. Super happy with this order and I recommend!
0,They did not make my hands feel warm
1,"You have to lift the mattress a little to fit it in, so it's a pain if you have something around the bed to prevent it from falling, but it's nice to be able to put it down easily."
1,A great science enlightenment picture book
0,"Even if the insoles are not removable, the logo on them disappeared within a week and the uppers were also deformed."
1,"I've tried it for a couple of days and it does its job perfectly. The separation between tensioners allows the shirt to be held both in front, as well as on the sides and behind, remaining very well held. The retaining clips are of good quality. There is a good quality price relation."
0,"It takes some getting used to. I don’t know if it’s the most stable but maybe it’s because I’m still clumsy on it. I also find that the knee pad is not very comfortable, even with an extra pad on top. My shin has bruises on it. Disappointed."
1,Good material and as described
1,"It arrived just the day they said, the balloons are as expected"
0,"Most of the books I received were rotten. When I bought the book, I thought it would be better to buy books on Amazon than on Taobao. But in the end, half of the book was rotten. I will not return it. I just want other people to know that books on Amazon are better. What a hot chick! ! !"
0,I can't insert the battery before using it. It's so stiff that I can't even slide it.
0,The can has exploded and cannot be returned or exchanged.
0,"I cannot comment on the product since I never received it, I had to request a refund for the product and Amazon returned the money to me."
1,"The seasoning bag is large and has a rich flavor. The noodles are also very chewy and have an exotic flavor, but they are a bit greasy after eating. This taste is weird and I am not used to it. It’s good to try it once in a while."
1,very sharp
1,"Works well, easy to assemble, looks good"
1,"Easy to install, good quality and very practical"
1,Good over the ear headphones
0,"As soon as I put it in, it broke in half. He supports little weight (a coat and something else)."
0,mower which fulfills its task up to
0,Yellow tint when unpacking
1,"Pizza wheel in the shape of an original and effective bicycle The two wheels cut well The handling is easy metal frame, the model is aesthetic in addition to being effective gift for a very happy cycling fan"
0,Not a good smell
1,Monisima
0,BOX damaged inside
0,I thought this flashlight would be better made for the cost. It feels cheap and I think I could have found a better quality light at the Dollar Store.
1,"Easy-to-use capsules, perfect and consistent coffee dosage every time you taste it."
0,Mariana
1,Excellent running shoes. Bought two more pairs (different colors).
0,The sole is too hard ~ not suitable for running on the road. This shoe is probably only suitable for walking on grass ~
1,Good cleaning ability
1,I have used it to extract apple juice and it does its job perfectly.
0,The packaging is too rubbish
0,Very fragile material. I broke one of them when I opened it.
0,"The ink cartridge is empty. I have complained to customer service, but no one has solved it. Should I let the customer bear the responsibility? Is this Amazon?"
1,"Very nice earrings also for little girls, one star deducted because the packaging is not ideal for earrings as the plugs were unfortunately a bit bent. Price performance is right and arrived quickly"
0,"The charger no longer works, can I do it, it heats up, no longer charges any phone, I don't know how to do it Thank you"
1,The product conforms to my expectations
0,DO NOT WORK !
1,Brome
1,"Just peanuts, nothing more. Perfect and crispy."
0,"It’s a broken machine, don’t buy it again"
0,Didn't convince me
1,Affordable
1,"Okay, let’s just add 2 titles."
1,Good toothbrush
0,"It certainly dries quickly. However, the disadvantage is that it does not have a cold function. I've only been using it for a month, but sometimes it doesn't respond at all. There are times when I haven't returned it since it's been a while. I guess I won't buy the same thing next time."
0,Did not receive this product
1,"Best ever. But do get the audible edition. Hours and hours and hours of a brilliant read... great accents. The novel is tough and even vulgar, brutal, and crass at times ... but filled with intrigue and beautifully written. I read it first, then got it on Audible. Listening to it was the highlight ... the reader is world-class. Made the book even more amazing."
1,Everything as it should be. Thank you very much
0,Unfortunately unusable in everyday life
1,It's cheap anyway. It felt like a piece of paper.
0,"The timer has to be reset every time the product is opened. I didn't know when I bought it that the packaging was damaged and I couldn't return it. At a time when returns and exchanges are so convenient, I feel that this refusal to return and claim is a forced sale! Although I complained to 12315 customer service, the result was that Amazon asked me to communicate with the merchant who refused to return the product. They were completely irresponsible. I paid for the seller to send it to me, but the seller refused to accept it three times in a row! How can such a platform be trusted by consumers? I am completely dissatisfied with Amazon! I am completely dissatisfied with the product and the customer service."
0,The taste is just like that Peyoung!
0,Unusable. Waste of money.
1,Striated
0,"The shoes themselves are great, they are slightly elastic and very comfortable, but the workmanship leaves a lot to be desired, the sole falls off after a week..."
0,"This book is very boring. Most of the chapters introduce a few important historical books of each dynasty but are not detailed. It is really a ""general introduction"". An encyclopedia of relevant information on the Twenty-Four Histories is more valuable than this."
1,Very good overall
1,We use the sticker book for our 2 1/2 year old son as an incentive to brush his teeth better. He loves the book and the animal motifs are really great and stick well. That's why we immediately ordered the book with the fish.
1,IT WAS WHAT I NEEDED
1,something worth the price
1,"I have been using this table waste bin constantly for over a year. It goes into the dishwasher about once a week. Conclusion: extremely durable. I find it practical that the attachment just sits on top and doesn't have to be pressed into a groove or something similar. Good, heavy plastic quality (probably melamine or similar). Chic, neutral design."
0,"After a week it no longer works. What a fabric. I expected something better, at least it would last longer."
1,My cat is delighted
0,The DirectTv Now login does not work and I cannot watch my shows unless I go onto the Syfy website through my computer.
1,This is one of the CDs I'm glad I bought in the last few years.
0,"The content of the book is naturally very good. I have bought books from Amazon more than a dozen times, and this time the logistics service is really the worst! The logistics information was not updated until the day it was delivered, and it cannot be found online! And arrived later than expected. The worst thing is that the books given by the seller are broken! You can tell just by looking at the picture. The spine of the book was so damaged that it was split open and the skin was almost peeled off! When I got it, the film wrapping the book had been removed, and the surface of the book was stained and dirty, which meant that the book had been opened. Most likely a second hand book. The red paper inside was well sandwiched in the book. I took it out and saw that there was a big gap. I was so speechless! This book can be sold as a second-hand book! Too bad! Unpleasant shopping experience! ! !"
1,Super boxes
1,"Yes, it's good.. but it smells strange when it warms up, that's the only disadvantage. Otherwise I'm satisfied"
1,"The delivery was very timely and the packaging was very tight. I haven’t drunk the wine yet, I hope she won’t disappoint me."
1,Article perfectly conforms to the description.
0,"Originally, I was using a genuine Ergotron monitor arm, but I wanted an arm for the sub-display as well, so I bought the slightly cheaper Amazon Basic version. I was confident that it was an OEM product, but unfortunately it was a defective product. Problem: The upper and lower moving parts are soft, and when you attach the monitor, it falls to the bottom without being supported. (The joint part of the arm that connects to the monitor that moves up and down on the side other than the monitor side is soft.) Unfortunately, I returned it because it seems like this part cannot be adjusted. Should I have gone with the original rather than the OEM, or was I just unlucky? There were no other problems with the parts or operation."
0,I have had mine on for maybe a month and the coating is already rubbing off! The texture is great but these are just a waste of money. Save yourself the hassle and do not buy!
1,it was good!
0,Ordered 2 sizes larger and still too small. But overall it's a great dress and great quality.
0,Uffff
1,Great piece? Easy to assemble and our cat loves it. The scratching post is good quality and the price is great. I can only recommend it
1,"A plague of blindness reveals humanity. It's cruel, but also tender."
1,Perfect light color at a great price
0,"I am very interested in the content and would like to understand it, but as other people have reviewed, it is difficult to understand. Although it is explained using the X, Y, and Z axes, it is relative and difficult to visualize in your head. Also, the angle of your shoulder blades is expressed in letters, but I don't think there are many people who can figure out how many degrees their shoulder blades are at. I don't understand how surprised I am like this. It would be one shot if you could show me some diagrams or photos."
1,panasonic shaver
0,"Sorry, but it is not good"
0,The hem is frayed and full of threads?
0,"I bought this battery to replace the one on my Note3 which no longer held a charge. Result after several attempts when inserting the new battery, the phone barely turns off the home screen displayed and does not turn on again. I regret buying a cheap battery online. After information, an official quality and guaranteed battery costs €30. Check with stores that repair your screens."
1,Very effective but needs to be repeated during the day
1,"Lightweight, comfortable and warm, these three aspects are good but not very wear-resistant."
0,"Received within expected time. A little disappointed, perfect package packaging but slightly damaged DVD packaging...."
0,Used books!
1,Great gift idea
0,"When I tried using it on Magic Mouse 2, the trajectory, especially the sensitivity to left and right movements, was significantly reduced, making it unusable, so I had to immediately remove it and discard it. Does it depend on the mouse pad?"
1,Five Stars
0,"Never received the package, I advise against it."
0,Glass film size is small
1,Fantastic
0,"The back cover of this book is worn white! This part-time businessman has no credibility. The mail is said to be express delivery, but it is actually a ""parcel letter"", which is ordinary mail! ! Not to mention, the outer packaging was torn when it arrived, okay? Moreover, one of the books inside had a torn cover, another one had knife marks over an inch long and more than ten pages, another one had glue everywhere, and another one had a missing corner! And I bought these 4 books in total! ! Although this agency will be cheaper, it is simply not worth it! ! I don’t know how far it will get worse! unacceptable."
1,"The explanations in this book are relatively easy to understand. Of course, you can only go in-depth after getting started. It is a good signal processing textbook. It is recommended to study."
1,Delicious and you feel like it's high quality!
1,"I decided to try out different wigs before dyeing my hair, so I bought this. My girlfriend's boyfriend didn't like it, so I decided not to make it a bright color, but I personally thought it was a beautiful wig and liked it. It's enough to wear it occasionally, take pictures, and have fun."
1,"heavy, thick-walled cappuccino cup"
1,Great product
1,"I'm not a fan of Rilakkuma, but I'm glad I bought it."
1,"The product is good. I think the leather is hard enough after using it for a while. However, it was scheduled to arrive between October 1st and 5th, but it arrived on October 9th! Well, I wasn't in a hurry and I think it was because of the typhoon, but I wanted to be informed that I would be delayed."
1,Good value for money
1,Mpow 102 solar lamps with motion detector
0,Fits the Sony Xperia XZ cell phone. Color not as desired
1,Very good
1,"Very, very good"
0,In 2 months it has been punctured and water is coming out all over the hose... wasted money
1,"It was cheap so I just needed to dry my hair. Compared to the dryer I was using before, it felt moist and calming, probably due to the negative ion effect. I was surprised."
0,Expensive product is incompatible with a pouch
0,"Product already showing rust spots. there is one place where it is unsoldered and not straight. It's a product that doesn't seem solid to me, I'm disappointed."
1,Very good quality
0,It's better to stop lol
0,"I really like this shoe. I deducted points for two reasons, otherwise I would have given it five stars. The first is that the shoes are too big, so trying to upload pictures to you has always failed! After reading so many guides, size comparisons, and online reviews, I still found that the size was still too big. It was more than a whole size larger. The size 43 shoes in my picture looked more than one size smaller than the size 42.5 ones. It can be seen that the shoes should be larger. Got two numbers. Second, the stitching on the soles is very rough, not like what a big brand like Clarks should look like. It is asymmetrical on the left and right. On the right shoe, one thread is crooked by one or two stitches, so I seriously doubt these activities by Amazon. They are all defective products! ! I canceled my Amazon Prime membership on the spot and I don’t want to buy it again. Returning or exchanging products is also very inconvenient!"
1,"Seems like it is made well. Not crazy about the ribbon to tie the bow, but still cute"
1,"Tastes HORRIBLE! But, I felt a cold coming on and took this stuff and it seems to have scared my cold off. I plug my nose while drinking and then drink some juice and eat some almonds right after, and it dampens the taste a little."
1,"It's easy to use, has decent impact resistance, and is simple yet cool. It is thin and the thickness is at the minimum necessary level."
0,"too technical description, I didn't like it but that's just my opinion"
0,"The product deflates easily, you have to constantly inflate it and the position in it is uncomfortable. I would not repeat"
0,"If it doesn't last a day and the sun hits it, it will warp. I recommend not buying it. I gave it one star because I can't post, but I can't give it a star."
1,Looks nice and cool
1,"Every time I went to the salon, it took a lot of time, but after trying this, I had more time."
1,Effective
1,Basically what I was expecting but a little flatter than I thought it would be.
0,I couldn't understand why these were so cheap and now I know. They're stale. I'm very dissatisfied.
1,An absolutely great case for the money. Fits perfectly and looks great.
1,Very well finished
0,Unfortunately it doesn't work at all
1,"With a water bag, it is very convenient to use. It won’t swing from side to side when riding. It is much more comfortable than one shoulder."
0,"The book was thrown around, squeezed and deformed during the delivery process, and the binding was pirated. It felt like a pirated book sold on a street stall for ten yuan a book."
0,"It worked out well for me, I put the prepaid card for €10 and I don't get the coverage, otherwise I would catch it. Is that normal?"
1,"I have purchased a number of long wallets, but so far I highly recommend this product even if you use it over and over again.It's been 3 months since I bought it and I've had no problems with it and I'm satisfied with it.The caveat is that it's not about this product. The color may be different, or the zipper or parts may come off.It is better to read the product description carefully before purchasing."
0,"Purchased in April 2017, used it normally, irrigated it twice a day, and never dropped it. In February 2018, it stopped keeping warm. Alas."
0,After 3 months the bracelet attachment broke
0,One Star
1,"Changing the stencils is easy and requires no tools. A slightly longer supply cable might be desirable. The projector works quietly, almost noiselessly and fascinates everyone who sees the result on the house wall. The on/off automatic is great. I'm already looking forward to Christmas."
1,"It’s a really small toy and expensive, but my kids love it."
0,"The calculation examples in the book are really good, explained clearly and are very helpful. I bought the book used, which was in good condition, but a completely different edition that wasn't worth the money to me. Unfortunately the book is being returned."
1,Enjoyable with siblings
0,Product conforms to the description but very fragile. It breaks in the corners yet the phone has never fallen.
1,As always just wow
1,"Not bad, the packaging is exquisite, and there is no color difference. What I am most satisfied with is that the shoes have no peculiar smell. Very satisfied with shopping"
0,Can I have negative points? It broke after 3 days of wear. No exaggeration! ! !
0,"Arrived today, I was really happy, but I'm missing parts to attach the blind to the window. That's why they're unfortunately going back."
1,"Got it for my boyfriend, he loves it, lots of pockets and zippers, very sturdy"
1,Works great but you go through the pads fast. I bought extra when I picked up the role figure that was the case. Beside that you can’t beat the quick fix this does when your in a hurry.
0,mediocre quality!
1,"You shouldn’t take it too seriously, but it’s interesting to take a leisurely look at a foreigner’s perspective and it will give you some inspiration."
0,"Too bad the DVD does not install on Windows 10. After contacting the publisher, they are not able to make it work or provide a workaround for the problem. So, it's expensive and not practical without DVD."
1,"I bought this because I have allergies.I can't say that my allergies have improved, but if I were to buy it, I would buy it in New Zealand or Australia because I thought it would be safe."
0,"The book is a good book, but the font is too small. There is no way to look at it, so I can only give it away."
1,Good purchase. Great quality and price.
0,POOR QUALITY LEATHER
0,Looked good while it was on. Maybe lasted a week after installation. Installed as directed. May try the pro next time
1,"I have been following this book for at least half a year. There is no kindle version, so I can only buy paper books. However, there has been no price reduction, no promotions, and no activities. Until the Double Eleven day, the price was actually reduced to 13.7 yuan. I placed the order without hesitation, but I couldn't get enough of the free shipping standard, so I chose a self-pickup point when I found out that self-pickup had free shipping. Fortunately, there was a good neighbor who was very close to our work, so I chose their home. Self-pickup was super convenient! ! ! ! You no longer have to worry about collecting shipping costs! ! !"
1,"Lots of light (adjustable) and low consumption. Very pretty, includes USB to charge phones. Clock, calendar and temperature. A luxury"
0,I am disappointed that the second part was broken. Please make them more sturdy
1,vibration function
0,Broken after 5 days
0,wear a Wet suit its the same thing. Hot awful hard to get on and off. It does nothing
0,"If you wear them while walking, they will fall out of your ear canal and cannot be used."
0,They broke right away
